OBJECTID;estacion;Nom_Est;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Porc_datos;Celda_XY;Cont_celda;Depto;Mpio;AH;ZSZH;x;y;NombrEst;NOMBRE_VER;SUBREGION
27798;13080010;SANANTONIO;0;60;81;67;64;63;5;84;85;7;81;21;23;30;94;63;47;53;43;48;66;64;88;87;57;5;41;96;38;4;55;45;50;91;22;99;89;68;8;77;76;18;85;63;81;30;43;1;81;21;48;41;97;(10-5);28;Córdoba;SanPelayo;Caribe;BajoSinú;4675322,517000;2546716,067000;SAN ANTONIO [13080010];GUAMA ARRIBA;
27737;13080020;LORICA;0;67;2;21;88;17;85;34;38;57;44;39;60;54;56;85;57;68;97;91;16;80;37;97;42;64;9;59;40;82;73;52;1;73;85;41;52;21;98;17;38;92;62;14;34;82;52;65;74;60;10;78;6;(11-5);13;Córdoba;Lorica;Caribe;BajoSinú;4688797,215000;2581369,652000;LORICA [13080020];PUEBLO CHIQUITO;
12819;13080030;SANANTONIO;100;21;70;1;37;61;20;98;40;52;75;61;15;58;0;3;84;17;13;0;33;22;57;77;63;73;61;12;5;96;76;15;28;35;24;15;29;43;62;42;48;86;0;55;98;71;14;13;95;11;76;41;0;(10-5);28;Córdoba;SanPelayo;Caribe;BajoSinú;4672019,331000;2546462,939000;SAN ANTONIO [13080030];CORREGIMIENTO CUERO CURTIDO;
27737;13080060;DOCTRINALA;75;84;24;36;15;56;98;78;91;8;14;17;8;94;64;13;18;48;62;78;58;96;74;16;29;12;99;19;41;20;53;36;33;69;76;56;97;62;18;78;1;21;63;33;18;15;49;8;58;32;42;7;1;(11-5);13;Córdoba;Lorica;Caribe;BajoSinú;4683345,921000;2586946,180000;DOCTRINA LA [13080060];PUEBLO CHIQUITO;
27732;13085010;DOCTRINALA;1;5;89;100;96;21;28;17;31;98;77;82;31;99;38;69;82;77;1;93;19;62;0;80;37;33;57;40;80;37;89;60;73;100;96;83;14;26;13;9;22;13;16;69;62;55;42;75;72;95;8;47;91;(11-5);13;Córdoba;Lorica;Caribe;BajoSinú;4682305,361000;2586647,284000;DOCTRINA LA [13085010];LA DOCTRINA;
28146;13085030;SANBERNARDODELVIENTO;33;90;55;21;35;73;16;96;33;76;2;45;86;89;79;34;74;66;28;18;98;38;80;67;47;97;93;90;90;76;46;10;7;30;91;60;49;53;30;73;72;72;56;88;91;90;10;96;93;28;35;9;93;(11-5);13;Córdoba;SanBernardoDelViento;Caribe;BajoSinú;4676083,079000;2594752,355000;SAN BERNARDO DEL VIENTO [13085030];SIN DEFINIR;
27737;13085050;LoricaItaAut;0;53;76;99;57;66;79;96;99;25;69;11;39;39;33;8;1;61;78;81;61;0;29;94;13;95;44;38;11;53;95;60;61;66;81;63;76;94;84;23;80;94;33;100;40;97;48;32;42;65;6;41;78;(11-5);13;Córdoba;Lorica;Caribe;BajoSinú;4687581,314000;2581680,563000;LORICA ITA - AUT [13085050];PUEBLO CHIQUITO;
13648;16050140;JURISDICCIONES;100;90;83;9;6;29;29;0;52;40;47;60;55;56;92;95;37;64;33;32;2;55;99;49;34;58;94;27;74;71;44;13;67;92;88;87;57;70;37;26;6;56;22;23;56;47;96;68;67;68;27;97;7;(8-11);5;NortedeSantander;íÃ‚Âbrego;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4974287,770000;2425424,636000;JURISDICCIONES [16050140];BRISAS DEL PARAMO;
12655;21210020;JUNTASLAS;100;37;34;60;33;53;50;36;93;30;83;76;27;29;93;36;15;35;58;25;39;58;61;87;78;6;63;75;25;96;24;91;33;18;37;41;20;60;87;52;55;60;87;4;71;13;54;95;6;78;90;100;94;(1-6);24;Tolima;Ibagué;MagdalenaCauca;RíoCoello;4742503,699000;2061881,910000;JUNTAS LAS [21210020];JUNTAS;
12655;21210100;RANCHOEL;100;58;74;53;69;16;87;0;94;84;21;63;16;49;32;1;65;72;74;89;2;96;86;79;42;28;28;14;37;45;51;54;71;36;85;92;68;24;61;8;94;17;27;94;33;26;96;44;1;25;35;20;40;(1-6);24;Tolima;Ibagué;MagdalenaCauca;RíoCoello;4741542,335000;2066750,750000;RANCHO EL [21210100];JUNTAS;
12442;21210110;PLACEREL;100;20;8;4;17;86;20;54;7;100;36;1;80;85;24;64;7;19;90;25;18;32;52;18;82;12;64;58;46;96;52;4;58;0;11;85;99;17;95;44;9;51;31;32;62;15;58;24;42;65;75;87;71;(1-6);24;Tolima;Ibagué;MagdalenaCauca;RíoCoello;4747346,333000;2057956,202000;PLACER EL [21210110];LA PLATA EL BRILLANTE;
12655;21210220;PALMAREL;100;59;89;68;11;53;87;69;93;74;0;14;83;23;16;100;70;8;56;45;49;73;54;83;50;63;12;22;82;2;88;35;24;31;5;6;63;65;45;45;1;62;62;48;55;82;98;91;63;73;22;2;94;(1-6);24;Tolima;Ibagué;MagdalenaCauca;RíoCoello;4742065,244000;2064515,849000;PALMAR EL [21210220];JUNTAS;
12793;21210260;SILENCIOEL;100;51;55;92;89;88;4;92;34;23;56;3;46;73;56;57;47;91;91;87;97;77;2;45;86;26;5;35;38;29;69;23;76;79;56;83;78;66;8;95;15;58;87;29;81;33;90;16;96;35;58;18;32;(1-6);24;Tolima;Ibagué;MagdalenaCauca;RíoCoello;4735685,608000;2070422,601000;SILENCIO EL [21210260];TOCHE;
0;21230070;SANJUANDRIOSECO;100;92;5;73;61;37;67;27;36;86;55;85;98;54;95;9;9;41;80;49;8;16;66;88;67;50;60;83;43;92;74;59;29;42;99;99;100;47;86;19;94;100;49;33;16;49;25;65;58;57;57;43;88;(1-8);10;Cundinamarca;SanJuanDeRioseco;MagdalenaCauca;RíoSecoyotrosDirectosalMagdalena;4820110,026000;2094275,253000;SAN JUAN D RIOSECO [21230070];;
21267;21230090;ARRANCAPLUMAS;100;27;91;44;82;68;68;89;88;31;71;20;0;17;30;26;24;15;48;70;71;68;73;51;2;83;97;63;5;32;95;37;3;23;50;53;30;13;40;82;29;63;52;54;97;61;81;61;12;23;93;92;78;(2-8);12;Cundinamarca;Guaduas;MagdalenaCauca;RíoSecoyotrosDirectosalMagdalena;4808410,069000;2133157,692000;ARRANCAPLUMAS [21230090];PUERTO BOGOTA;
20637;21230120;BELLEZALA;100;28;70;99;92;7;21;38;24;21;6;48;52;29;61;88;79;81;87;64;20;3;0;87;81;60;18;41;40;13;63;67;43;0;39;94;44;48;17;31;99;98;71;20;80;27;30;97;76;79;27;51;66;(2-8);12;Cundinamarca;Chaguaní;MagdalenaCauca;RíoSecoyotrosDirectosalMagdalena;4824771,168000;2109088,380000;BELLEZA LA [21230120];LLANADAS;
12111;21240040;SANTAISABEL;0;11;21;61;27;44;39;59;92;42;99;64;92;95;0;0;97;7;50;19;41;27;21;51;44;74;28;81;34;77;90;83;8;75;94;82;61;1;85;88;39;90;34;9;43;65;32;74;14;43;91;87;28;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-7);4767144,519000;2077694,324000;SANTA ISABEL [21240040];GUAIMARAL;
0;21240070;ANZOATEGUI;100;19;99;26;5;60;75;14;59;8;18;78;45;99;25;32;8;86;11;55;57;41;88;98;84;81;81;14;11;98;20;92;12;14;20;0;27;41;47;38;27;69;55;78;77;47;95;9;81;9;74;26;86;(1-7);23;Tolima;Anzoátegui;MagdalenaCauca;RíoTotare(1-7);4768233,318000;2070780,609000;ANZOATEGUI [21240070];;
12084;21240110;BODEGALA;100;83;79;90;19;99;41;97;6;63;39;46;21;48;63;68;72;52;79;20;2;89;5;18;35;1;30;96;48;51;47;38;31;69;46;65;76;45;59;88;81;5;71;27;91;13;49;80;45;11;53;48;60;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4762839,422000;2081644,930000;BODEGA LA [21240110];LA YUCA;
12107;21245050;AFRICAABAJO;100;37;30;45;98;76;53;60;56;52;76;82;71;39;70;10;25;80;56;96;39;38;34;82;15;51;74;50;100;36;46;69;53;22;49;92;94;82;8;3;9;11;15;51;49;34;65;29;81;74;64;41;0;(1-6);24;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-6);4739427,695000;2083311,908000;AFRICA ABAJO [21245050];TOTARITO;
32082;21245070;AFRICALALINEA;100;43;66;50;60;12;43;8;90;0;20;87;43;91;32;46;2;42;45;49;89;70;82;63;67;32;73;93;56;86;100;5;15;99;100;39;22;23;43;56;72;38;65;42;85;98;81;80;73;25;5;22;0;(1-6);24;Tolima;SantaIsabel;MagdalenaCauca;RíoOtúnyotrosdirectosalCauca;4735735,895000;2085167,706000;AFRICA LA LINEA [21245070];LA FLORIDA;
12108;21245090;ERMITALA;100;80;30;98;11;4;98;23;56;13;37;36;79;55;59;64;78;94;94;77;66;36;21;16;15;90;12;19;20;7;3;53;73;23;94;32;77;73;78;93;61;2;13;84;32;5;5;46;12;65;8;60;29;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-7);4750509,716000;2079589,076000;ERMITA LA [21245090];LA ESTRELLA;
12107;21245100;TOTARITO;100;14;14;37;70;17;46;40;93;68;71;14;54;97;94;3;17;12;25;26;19;72;2;53;44;11;64;6;84;27;70;83;39;87;83;69;10;79;17;97;87;66;9;49;25;19;69;62;75;43;59;99;3;(1-6);24;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-6);4748660,685000;2079595,072000;TOTARITO [21245100];TOTARITO;
12776;21245120;ALTOPURIMA;100;81;50;100;44;82;75;91;5;87;6;7;94;63;13;30;32;24;64;27;71;47;44;67;88;51;74;73;90;90;91;75;88;28;30;24;100;70;30;63;53;32;72;71;81;67;63;12;13;80;22;66;3;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4767150,066000;2079537,109000;ALTO PURIMA [21245120];BUENAVISTA;
12167;21245140;SANTAISABEL;100;86;99;95;68;45;11;53;98;26;64;29;62;51;68;78;84;74;80;91;10;54;84;77;86;28;8;23;91;41;31;37;50;46;43;63;66;94;62;88;3;71;23;73;17;2;25;62;97;46;27;44;75;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4767763,514000;2079003,922000;SANTA ISABEL [21245140];LA PAVAS;
11950;21250050;ALTODELOSO;100;48;34;44;34;15;92;42;62;1;42;92;11;87;30;68;24;14;95;52;62;19;31;28;51;21;44;41;27;91;24;62;85;70;99;65;7;84;3;23;94;6;26;29;41;65;50;34;44;97;64;93;59;(1-7);23;Tolima;Murillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4750558,022000;2094332,831000;ALTO DEL OSO [21250050];ALFOMBRALES;
28622;21250060;IdemaArmero;0;73;60;69;66;78;28;45;24;91;7;31;86;33;8;48;75;96;35;41;2;82;48;65;44;42;22;66;8;88;75;15;21;85;14;0;70;33;25;55;46;88;68;57;57;0;100;97;83;3;13;4;21;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787564,194000;2107117,246000;IDEMA-ARMERO [21250060];ARMERO;
10473;21250070;SIERRALA;100;82;8;5;28;14;81;23;36;46;22;39;52;69;71;68;15;86;72;40;81;56;25;89;99;9;80;28;48;98;38;4;55;62;38;5;22;79;91;69;8;91;3;20;85;35;96;17;41;1;90;47;94;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4785401,461000;2088709,597000;SIERRA LA [21250070];INSPECCION DE POLICIA LA SIERRA;
11799;21250100;ESTRELLALA;100;46;3;27;49;69;49;62;55;82;72;1;89;62;3;90;94;6;89;6;21;12;39;83;62;1;42;93;22;76;40;69;86;55;95;73;72;41;80;24;25;2;56;22;51;28;34;84;2;74;97;83;58;(1-7);23;Tolima;Venadillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4789493,236000;2084466,350000;ESTRELLA LA [21250100];COFRADIA DE GALLEGO;
27166;21250120;VILLAHERMOSA;0;83;70;67;15;63;85;5;81;7;2;15;98;97;40;83;23;26;19;42;66;64;27;60;82;80;77;73;63;5;8;34;75;17;46;6;40;15;59;59;62;65;48;88;16;55;20;1;11;44;17;60;62;(2-7);24;Tolima;Villahermosa;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4765300,572000;2112734,220000;VILLAHERMOSA [21250120];SIN DEFINIR;
28614;21250150;PUENTEKM85EL;0;22;3;14;98;84;54;27;30;23;16;33;37;27;33;61;74;91;41;74;87;88;81;96;67;19;15;39;13;6;72;21;53;66;22;62;76;78;99;51;18;94;87;52;56;56;41;50;74;33;81;54;4;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4796793,555000;2103406,051000;PUENTE KM 85 EL [21250150];SIN DEFINIR;
28625;21250170;BOQUERON;100;88;67;63;34;46;43;69;64;55;95;38;72;4;54;24;76;92;3;0;35;100;34;47;17;53;39;34;57;56;100;37;89;69;89;16;81;98;87;19;42;9;36;64;41;94;71;91;72;85;35;89;48;(2-7);24;Tolima;Villahermosa;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4750269,841000;2100292,815000;BOQUERON [21250170];SIN DEFINIR;
10528;21250190;GARCIAHACIENDA;0;50;16;36;86;81;94;1;38;17;58;88;27;68;7;26;18;42;11;51;44;20;98;38;67;60;76;97;6;7;78;93;31;24;0;33;16;46;49;55;32;8;9;80;96;89;52;12;35;20;4;51;33;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4789375,528000;2094213,921000;GARCIA HACIENDA [21250190];AREA URBANA Y SUBURBANA;
12376;21250310;IDEMA;59;4;85;0;20;21;95;92;1;44;22;25;31;19;62;51;58;33;1;0;71;84;87;2;14;10;1;95;31;64;13;84;33;60;63;69;84;48;91;3;100;33;28;15;58;38;62;19;71;40;52;2;1;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4802293,624000;2086808,964000;IDEMA [21250310];TAJO MEDIO;
12374;21250350;TRIUNFOELHACIENDA;8;54;21;14;5;56;36;39;82;22;89;65;72;83;64;4;94;88;36;79;19;34;4;68;99;77;17;46;94;27;77;71;59;99;67;94;3;88;80;93;49;51;29;79;74;89;56;70;5;5;92;12;4;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4800469,651000;2096026,103000;TRIUNFO EL HACIENDA [21250350];CHORRILLO;
28614;21250360;PUENTEELKM89;0;46;49;43;70;70;56;78;76;73;15;81;84;1;12;29;96;52;2;35;58;81;54;58;61;72;82;95;62;75;31;7;17;91;33;34;62;63;27;84;97;93;78;97;9;29;96;35;90;42;45;35;4;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4793097,606000;2103416,318000;PUENTE EL KM 89 [21250360];SIN DEFINIR;
12373;21250370;FLORIDALAHACIENDA;0;37;16;83;11;76;77;46;10;23;16;5;32;65;39;49;62;91;58;57;89;90;5;97;11;66;44;21;29;14;24;47;38;69;96;61;0;16;77;47;86;33;16;26;76;95;74;70;41;90;49;59;27;(2-7);24;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4798641,503000;2103400,988000;FLORIDA LA HACIENDA [21250370];SANTUARIO;
10533;21250410;BLEDONIA;100;14;81;46;23;27;40;23;46;79;52;100;52;80;95;70;26;66;9;19;29;25;11;34;52;32;69;29;52;59;72;89;55;41;82;23;36;9;34;24;58;54;64;74;54;57;23;63;3;70;99;16;0;(2-7);24;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787553,553000;2103432,064000;BLEDONIA [21250410];COLOYA;
0;21250430;CAMPAMENTOAMBALEM;0;50;30;9;13;90;70;48;17;56;7;88;2;43;86;9;42;93;72;22;27;60;36;15;67;83;76;65;92;22;82;27;26;55;62;38;71;72;85;88;68;57;27;10;7;6;88;44;27;51;24;20;59;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4804141,931000;2086804,187000;CAMPAMENTO AMBALEM [21250430];;
10532;21250440;ALEGRIAS;23;65;8;52;95;7;98;10;6;19;48;23;56;5;47;88;41;74;49;5;91;87;100;83;3;45;86;100;23;43;77;52;8;48;99;1;95;7;3;14;2;25;48;18;31;60;28;81;34;0;40;83;4;(1-7);23;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4785684,250000;2096066,984000;ALEGRIAS [21250440];ALTO DEL BLEDO;
28616;21250450;POTOSIHACIENDA;100;32;47;14;30;9;61;37;70;86;24;0;77;88;13;81;95;9;90;43;80;49;64;3;83;10;67;47;85;99;65;1;99;85;52;19;6;38;14;70;21;65;41;47;81;4;64;88;0;95;18;3;95;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4791382,942000;2116653,876000;POTOSI HACIENDA [21250450];LA JOYA;
11902;21250460;VENADILLO;100;68;28;65;45;62;82;68;3;78;90;31;71;27;3;10;45;98;68;17;48;84;57;70;67;51;39;5;47;2;100;70;19;53;41;32;72;78;82;72;85;27;83;82;12;100;42;21;37;5;58;61;85;(1-7);23;Tolima;Venadillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787349,967000;2073634,754000;VENADILLO [21250460];PALMAROSA;
11948;21250480;SANTABARBARA;100;66;49;14;8;1;94;7;8;40;32;6;35;48;81;31;48;88;81;74;90;50;20;21;14;37;3;83;33;53;63;36;86;92;81;22;77;16;19;86;63;76;32;45;39;65;24;61;58;56;5;52;62;(2-7);24;Tolima;Murillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4753884,650000;2100581,763000;SANTA BARBARA [21250480];SANTA BARBARA;
0;21250500;LIBANO;0;5;15;25;36;39;45;42;39;62;95;58;99;64;85;98;14;42;82;24;24;19;41;50;60;56;67;19;53;18;100;84;27;80;23;97;39;66;8;49;52;33;99;80;66;69;60;38;79;21;99;89;96;(2-7);24;Tolima;Líbano;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4769896,876000;2102219,612000;LIBANO [21250500];;
28622;21250510;ArmeroGranjaCUnive;100;53;80;46;99;28;95;60;75;15;61;2;3;18;33;15;28;32;8;75;42;78;80;100;14;7;21;89;17;30;36;20;30;42;60;62;79;47;88;3;78;97;73;42;2;9;22;93;41;61;27;40;22;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787564,194000;2107117,246000;ARMERO GJA-C UNIVE [21250510];ARMERO;
27157;21250530;PALMALA;100;2;99;83;79;94;33;15;26;22;96;66;39;46;35;78;91;68;73;76;18;30;24;99;21;44;84;37;53;46;73;76;78;98;64;6;3;10;23;18;19;33;26;53;10;58;73;43;96;39;90;57;3;(2-7);24;Tolima;Líbano;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4769077,969000;2105330,342000;PALMA LA [21250530];ALTAGRACIA;
12376;21250540;BOCATOMACNORTE;100;97;46;37;30;59;100;79;53;46;86;55;95;81;86;26;73;10;61;1;81;10;74;61;57;6;38;89;82;75;14;97;16;14;100;56;94;37;39;18;71;34;77;57;77;99;94;80;90;76;18;19;39;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4800445,299000;2086813,785000;BOCATOMA C NORTE [21250540];TAJO MEDIO;
10930;21250550;ESPERANZALOBONES;100;63;60;44;80;50;62;91;71;94;90;2;23;73;43;93;49;84;50;65;55;75;97;93;4;79;78;55;21;37;17;32;44;35;55;31;75;85;3;58;90;0;17;97;12;80;15;44;37;26;20;41;21;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4785678,982000;2094224,380000;ESPERANZA LOBONES [21250550];ALTO DEL SOL;
12374;21250560;CHORRILLO;100;85;82;81;30;98;13;94;12;23;56;32;26;36;64;93;83;88;0;15;96;38;82;58;44;28;41;19;73;63;68;8;49;85;17;71;40;78;8;20;1;81;4;48;61;31;65;51;50;31;17;81;37;(1-7);23;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4798611,654000;2092346,089000;CHORRILLO [21250560];CHORRILLO;
10589;21250570;IGUACITOS;100;21;30;16;14;37;71;59;61;55;78;71;74;39;77;33;19;42;39;35;62;36;59;80;26;76;72;85;22;52;31;75;17;41;69;39;15;41;56;24;64;57;32;10;55;97;77;75;86;52;82;48;36;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4794920,215000;2094198,574000;IGUACITOS [21250570];IGUACITO;
12376;21250580;BOQUERON;100;4;55;79;36;14;58;84;78;91;17;9;22;55;16;58;53;40;73;60;12;80;96;82;90;11;34;99;91;33;46;52;42;45;32;75;64;72;45;14;14;73;12;88;32;31;86;70;66;1;34;85;34;(1-7);23;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4796753,528000;2088666,058000;BOQUERON [21250580];TAJO MEDIO;
12376;21250590;BOCATOMACCENTRAL;100;69;18;88;0;8;94;38;13;18;48;34;3;54;71;74;16;2;12;97;2;15;29;30;13;37;59;53;53;69;36;1;79;83;96;63;32;96;26;39;96;35;51;15;39;69;48;5;0;79;87;66;39;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4802293,624000;2086808,964000;BOCATOMA C CENTRAL [21250590];TAJO MEDIO;
12441;21250600;GAMBA;100;31;98;51;56;29;49;15;16;6;84;24;93;94;36;9;53;20;34;74;17;97;40;66;77;73;83;69;92;87;0;13;9;100;29;29;46;12;53;16;49;71;52;38;13;47;46;70;66;37;49;93;35;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4804151,441000;2090489,046000;GAMBA [21250600];GAMBA;
12374;21250610;ALSACIA;100;52;53;76;48;96;88;0;57;71;47;28;1;71;10;78;31;51;0;70;81;100;50;29;8;7;4;90;60;10;40;33;22;63;79;56;62;91;89;94;70;60;51;77;70;86;53;19;2;100;0;80;36;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4802312,891000;2094178,750000;ALSACIA [21250610];CHORRILLO;
10473;21250620;MANGONEL;100;100;89;69;33;36;36;65;5;48;61;78;58;64;4;92;81;13;78;18;45;11;28;94;60;47;44;56;26;60;94;84;98;81;0;7;83;39;83;82;94;90;100;86;21;7;17;40;99;20;30;42;37;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787516,872000;2090533,959000;MANGON EL [21250620];Inspeccion de POLICIA LA SIERRA;
10413;21250630;BALMORAL;100;24;23;69;54;52;86;92;72;14;80;17;9;11;55;81;49;34;32;68;34;51;67;60;25;42;92;88;61;31;67;21;0;16;56;100;40;16;82;29;98;99;30;7;84;38;54;47;39;87;97;71;36;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787511,703000;2088691,375000;BALMORAL [21250630];EL CENSO;
12376;21250640;PIEDRASNEGRAS;100;99;53;4;76;92;40;70;22;15;45;30;25;38;31;34;85;28;71;75;78;2;96;24;65;5;27;11;23;20;30;51;55;58;37;48;62;11;45;20;75;61;58;70;51;92;4;75;88;95;17;25;2;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4800440,480000;2084971,325000;PIEDRAS NEGRAS [21250640];TAJO MEDIO;
10533;21255070;BLEDONIA;100;94;7;56;26;25;48;6;76;65;46;48;61;2;83;89;90;6;5;28;88;18;45;61;27;43;35;63;69;72;59;38;17;94;58;83;51;65;81;76;0;69;8;24;78;55;85;38;17;31;54;13;0;(2-7);24;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787553,553000;2103432,064000;BLEDONIA [21255070];COLOYA;
0;21255080;SALTOEL;0;29;70;10;76;79;59;69;64;16;97;1;40;97;9;52;93;56;21;65;51;44;96;29;82;75;76;99;85;7;91;1;1;42;84;89;77;19;86;42;90;22;44;28;41;44;21;73;69;81;52;65;89;(1-8);10;Tolima;Ambalema;MagdalenaCauca;RíoCoello;4804000,347000;2086850,613000;SALTO EL [21255080];;
28622;21255090;ARMEROGRANJA;100;93;48;75;23;84;10;4;2;47;86;56;16;32;72;26;56;57;63;90;86;85;89;66;45;24;12;5;5;36;39;9;81;96;22;55;3;35;62;52;45;43;36;77;92;83;76;55;34;86;15;14;66;(2-7);24;Tolima;Armero(Guayabal);MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4789423,680000;2110797,061000;ARMERO GRANJA [21255090];ARMERO;
12166;21255110;SANTAISABEL;100;43;13;41;7;23;36;55;66;21;64;91;70;71;76;94;23;97;29;79;35;48;1;43;23;49;53;56;55;13;36;67;16;73;38;41;81;70;12;53;96;93;94;15;1;99;25;18;56;16;50;46;82;(1-7);23;Tolima;SantaIsabel;MagdalenaCauca;RíoTotare(1-7);4763613,710000;2077898,511000;SANTA ISABEL [21255110];BOLIVAR;
27166;21255120;VILLAHERMOSA;100;27;64;62;85;44;54;3;82;84;40;57;26;9;42;43;97;67;24;34;84;17;64;93;59;15;45;80;34;34;4;17;81;74;90;3;86;97;6;83;62;87;14;46;22;63;54;69;37;65;79;86;80;(2-7);24;Tolima;Villahermosa;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4765300,572000;2112734,220000;VILLAHERMOSA [21255120];SIN DEFINIR;
10528;21255140;QUINTALA;100;62;14;71;95;75;17;30;1;23;17;34;48;41;42;47;50;2;27;97;73;83;5;98;14;81;81;14;85;97;94;67;34;9;20;96;37;78;27;61;50;67;77;73;47;70;90;32;76;90;13;7;58;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4787077,851000;2091069,548000;QUINTA LA [21255140];AREA URBANA Y SUBURBANA;
10528;21255150;GARCIAHACIENDA;100;98;20;6;61;56;41;38;24;78;55;61;64;20;78;9;87;97;35;21;18;3;13;61;8;1;30;71;47;24;34;76;11;91;41;60;0;41;81;9;50;29;66;7;27;94;73;75;40;33;23;70;49;(1-7);23;Tolima;Lérida;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4790313,647000;2094810,132000;GARCIA HACIENDA [21255150];AREA URBANA Y SUBURBANA;
0;21255170;MurilloAut;33;79;45;62;39;92;95;75;1;95;91;24;28;18;11;25;68;21;74;37;54;53;34;28;14;65;9;52;72;58;68;64;77;92;44;14;64;97;45;84;31;7;38;48;44;56;27;24;2;70;86;81;98;(1-7);23;Tolima;Murillo;MagdalenaCauca;RíoLagunillayOtrosDirectosalMagdalena;4759075,115000;2096577,929000;MURILLO - AUT [21255170];;
12631;22050100;GUAYABOSLOS;100;59;8;92;78;54;73;9;32;93;63;1;58;35;48;88;44;57;90;53;89;70;55;56;39;4;72;88;79;82;95;27;18;80;22;35;44;21;37;52;68;61;90;37;6;7;62;1;68;24;0;20;61;(1-7);23;Tolima;Coyaima;MagdalenaCauca;RíoTotare(1-7);4767469,136000;2072889,796000;GUAYABOS LOS [22050100];EL FIERRO;
